id,participant,song,start,end,moment,songlen,ratio
344,16,2,55.9494255,58.9494255,57.4494255,387,0.148448127907
345,16,2,221.7811005,224.7811005,223.2811005,387,0.576953748062
346,17,0,155.298432,158.298432,156.798432,229,0.684709310044
347,17,0,104.3822745,107.3822745,105.8822745,229,0.462368010917
348,17,0,50.999475,53.999475,52.499475,229,0.229255349345
349,17,1,130.232016,133.232016,131.732016,258,0.510589209302
350,17,1,98.1156705,101.1156705,99.6156705,258,0.38610725
351,17,1,192.6147255,195.6147255,194.1147255,258,0.752382656977
352,17,2,56.5494195,59.5494195,58.0494195,230,0.252388780435
353,17,2,68.2159695,71.2159695,69.7159695,230,0.30311291087
354,17,2,74.332575,77.332575,75.832575,230,0.329706847826
355,18,0,297.563676,300.563676,299.063676,471,0.634954726115
356,18,0,277.730541,280.730541,279.230541,471,0.592846159236
357,18,0,287.1471135,290.1471135,288.6471135,471,0.612838882166
358,18,0,272.2139295,275.2139295,273.7139295,471,0.58113360828
359,18,0,238.0142715,241.0142715,239.5142715,471,0.508522869427
360,18,0,226.131057,229.131057,227.631057,471,0.48329311465
361,18,0,329.030028,332.030028,330.530028,471,0.701762267516
362,18,0,210.264549,213.264549,211.764549,471,0.449606261146
363,18,1,210.6145455,213.6145455,212.1145455,307,0.690926858306
364,18,1,250.5474795,253.5474795,252.0474795,307,0.821001561889
365,18,1,161.7150345,164.7150345,163.2150345,307,0.531645063518
366,18,1,120.532113,123.532113,122.032113,307,0.397498739414
367,18,1,206.231256,209.231256,207.731256,307,0.676649042345
368,18,2,273.330585,276.330585,274.830585,472,0.582268188559
369,18,2,226.631052,229.631052,228.131052,472,0.4833285
370,18,2,89.9824185,92.9824185,91.4824185,472,0.193818683263
371,18,2,258.3140685,261.3140685,259.8140685,472,0.550453534958
372,18,2,221.964432,224.964432,223.464432,472,0.47344159322
373,18,2,251.8807995,254.8807995,253.3807995,472,0.536823727754
374,18,2,127.5153765,130.5153765,129.0153765,472,0.273337662076
375,18,2,78.5491995,81.5491995,80.0491995,472,0.169595761653
376,18,2,239.630922,242.630922,241.130922,472,0.510870597458
377,18,2,189.9147525,192.9147525,191.4147525,472,0.405539729873
378,18,2,161.398371,164.398371,162.898371,472,0.345123667373
379,18,2,119.465457,122.465457,120.965457,472,0.256282747881
380,18,2,98.5156665,101.5156665,100.0156665,472,0.211897598517
381,18,2,300.1469835,303.1469835,301.6469835,472,0.639082592161
382,18,2,175.031568,178.031568,176.531568,472,0.374007559322
383,18,2,232.0143315,235.0143315,233.5143315,472,0.494733753178
384,18,2,263.630682,266.630682,265.130682,472,0.56171754661
385,18,2,150.331815,153.331815,151.831815,472,0.321677574153
386,19,0,157.1150805,160.1150805,158.6150805,263,0.603099165399
